Time,Date,Sender_account,Receiver_account,Amount,Payment_currency,Received_currency,Sender_bank_location,Receiver_bank_location,Payment_type,Is_laundering,Laundering_type
08:30:18,2022-10-09,7402947955,9595442487,8609.85,UK pounds,Pakistani rupee,UK,Pakistan,Cross-border,0,Normal_Fan_Out
08:30:19,2022-10-09,1189163438,5683487741,1633.48,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
08:30:21,2022-10-09,5572486734,5188808654,11370.72,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Plus_Mutual
08:30:23,2022-10-09,4265808324,1024813447,1161.04,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
08:30:24,2022-10-09,6942980357,9048435494,15821.01,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
08:30:24,2022-10-09,405170985,3723377899,6213.99,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
08:30:25,2022-10-09,4022865595,5748154530,14023.38,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
08:30:26,2022-10-09,8376256203,5561665077,2368.41,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
08:30:28,2022-10-09,9712177766,1774320171,8874.15,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
08:30:33,2022-10-09,593021726,6772323772,10348.0,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
08:30:33,2022-10-09,5609682209,1007869400,11321.51,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
08:30:36,2022-10-09,6626432398,4557040147,5555.38,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
08:30:46,2022-10-09,8564946439,7951881412,7764.92,UK pounds,Turkish lira,UK,Turkey,Cross-border,0,Normal_Fan_Out
08:30:48,2022-10-09,2785730344,7474025578,1090.69,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
08:30:49,2022-10-09,405520466,7340303781,6104.67,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
08:30:51,2022-10-09,7841445194,6560729012,5028.18,US dollar,UK pounds,USA,UK,Cross-border,0,Normal_Fan_Out
08:30:51,2022-10-09,1746276745,8656561664,100.97,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
08:30:51,2022-10-09,7012720614,1007869400,25296.91,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
08:30:53,2022-10-09,7591513214,1007869400,8731.57,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
08:30:54,2022-10-09,5210234488,7237504805,462.5,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
08:30:55,2022-10-09,6284372833,798765068,6251.42,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
08:30:59,2022-10-09,432088669,8661874356,9061.86,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
08:31:00,2022-10-09,6319938822,1559362752,9669.23,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
08:31:03,2022-10-09,877135647,8570498747,808.8,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
08:31:10,2022-10-09,7707725699,3018426369,4265.29,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
08:31:14,2022-10-09,6587765854,1230671602,24949.12,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
08:31:17,2022-10-09,9307113143,6949118813,787.76,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
08:31:21,2022-10-09,1203115222,1897866618,84.46,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
08:31:25,2022-10-09,4198032827,8169967989,5149.64,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
08:31:28,2022-10-09,7515507252,3410399859,8081.91,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
08:31:29,2022-10-09,5580816371,5794041401,17180.29,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
08:31:30,2022-10-09,7177556056,8039064676,685.2,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
08:31:34,2022-10-09,2550540287,5429542073,3773.27,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
08:31:34,2022-10-09,3801046275,7597425854,5554.97,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
08:31:37,2022-10-09,7841445194,7154321929,14382.78,US dollar,UK pounds,USA,UK,Cross-border,0,Normal_Fan_Out
08:31:38,2022-10-09,6587765854,3177681929,4446.97,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
08:31:38,2022-10-09,7627229289,9303084267,5478.61,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
08:31:39,2022-10-09,6901658162,1797441500,7638.73,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
08:31:39,2022-10-09,8533172238,6562794830,453.03,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
08:31:40,2022-10-09,8280875111,7347972102,1328.07,UK pounds,Pakistani rupee,UK,Pakistan,Cross-border,0,Normal_Small_Fan_Out
08:31:41,2022-10-09,5641806088,1007869400,9620.72,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
08:31:43,2022-10-09,3085154227,9693571668,7269.99,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
08:31:46,2022-10-09,9776302657,5429424253,152.34,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
08:31:47,2022-10-09,5563263428,2775516444,150.07,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
08:31:49,2022-10-09,9488576075,6690231006,5616.53,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
08:31:52,2022-10-09,1972457200,641840574,2174.54,Turkish lira,UK pounds,Turkey,UK,Cross-border,0,Normal_Small_Fan_Out
08:31:53,2022-10-09,5493651741,8737592493,8255.72,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
08:31:54,2022-10-09,5996404286,66263349,806.98,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
08:31:55,2022-10-09,9712777488,5783207143,7390.02,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
08:31:56,2022-10-09,5439528368,8282629454,8587.46,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
08:31:58,2022-10-09,6012458504,6229243215,14043.55,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
08:32:02,2022-10-09,2029161141,4859007700,12219.29,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
08:32:06,2022-10-09,4990238958,5377047967,4108.92,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
08:32:13,2022-10-09,1496915925,3117095416,8519.1,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
08:32:14,2022-10-09,8863340602,5477473027,2615.2,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
08:32:16,2022-10-09,383489048,5506016534,945.26,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
08:32:18,2022-10-09,4995140802,5080110750,519.95,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
08:32:19,2022-10-09,6536438944,4110645834,9841.42,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
08:32:21,2022-10-09,1811440401,5037874795,966.15,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
08:32:22,2022-10-09,6578989456,8199855103,21995.14,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
08:32:31,2022-10-09,2687857565,6075105143,18364.41,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
08:32:34,2022-10-09,5439528368,8282629454,8493.09,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
08:32:39,2022-10-09,4765448244,3538192459,8418.95,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
08:32:43,2022-10-09,2608747975,4992939913,21679.23,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
08:32:53,2022-10-09,4198032827,8169967989,5176.53,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
08:32:57,2022-10-09,9757832519,1682671951,8541.58,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
08:32:57,2022-10-09,1696117094,1559362752,4757.8,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
08:33:00,2022-10-09,6529413201,8282629454,12677.14,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
08:33:06,2022-10-09,170418222,8169967989,16692.05,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
08:33:06,2022-10-09,1944540847,7656712210,9319.08,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
08:33:07,2022-10-09,4415130757,1809824334,5666.53,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
08:33:08,2022-10-09,4481026370,6142013006,138.66,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
08:33:09,2022-10-09,2526044720,4701706183,4522.04,UK pounds,Euro,UK,Austria,Cross-border,0,Normal_Small_Fan_Out
08:33:10,2022-10-09,9752948189,9303084267,7041.27,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
08:33:11,2022-10-09,7841445194,6718514335,12868.56,US dollar,UK pounds,USA,UK,Cross-border,0,Normal_Fan_Out
08:33:14,2022-10-09,1942237581,8694532419,24183.15,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
08:33:17,2022-10-09,3841452487,4670042971,1346.12,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
08:33:19,2022-10-09,2857738709,9852790665,70.09,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
08:33:23,2022-10-09,9519059015,9124760013,9894.93,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
08:33:28,2022-10-09,3364376781,1920075714,1702.57,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
08:33:31,2022-10-09,9500414127,9156574780,17177.17,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
08:33:32,2022-10-09,3139337800,5104914806,1931.81,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
08:33:32,2022-10-09,5171934087,3421179657,13356.37,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
08:33:36,2022-10-09,2058693095,9894875289,589.07,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
08:33:39,2022-10-09,332493348,2439706215,9666.8,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
08:33:41,2022-10-09,1613090883,1833066340,4637.48,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
08:33:48,2022-10-09,7897970402,7304266241,13131.7,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
08:33:51,2022-10-09,8075733351,5251195293,8782.38,Euro,UK pounds,Austria,UK,Cross-border,0,Normal_Fan_In
08:33:51,2022-10-09,8386733733,6849700139,75.75,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
08:33:56,2022-10-09,9519059015,6688978712,22603.39,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
08:33:56,2022-10-09,7515507252,2930665512,16323.65,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
08:34:00,2022-10-09,4915837718,5509046376,5533.89,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
08:34:01,2022-10-09,9714913622,8540877903,18434.8,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
08:34:09,2022-10-09,6472339869,4739508461,2939.44,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
08:34:10,2022-10-09,1465780080,657442752,6377.4,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
08:34:12,2022-10-09,6190792098,2311813503,4867.75,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
08:34:18,2022-10-09,288190753,9156124398,4645.99,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
08:34:19,2022-10-09,4149120305,1833066340,23825.69,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
08:34:22,2022-10-09,210206927,1833066340,6797.49,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
08:34:24,2022-10-09,3951197104,1774320171,4849.75,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
08:34:26,2022-10-09,8007773658,1833066340,8431.36,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
08:34:27,2022-10-09,1725391604,3538192459,18164.55,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
08:34:37,2022-10-09,4538531646,8199855103,9994.48,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
08:34:42,2022-10-09,4086766698,4774551127,6026.02,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
08:34:44,2022-10-09,1337713061,9596105884,3569.39,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
08:34:47,2022-10-09,7841445194,977579130,13207.75,US dollar,UK pounds,USA,UK,Cross-border,0,Normal_Fan_Out
08:34:52,2022-10-09,2214467036,6945798105,770.27,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
08:34:55,2022-10-09,9451415442,4597357846,3947.66,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
08:35:02,2022-10-09,5280531905,4879266635,270.64,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
08:35:03,2022-10-09,600799708,7213295367,846.24,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
08:35:04,2022-10-09,5838597219,3017521977,6442.73,UK pounds,Moroccan dirham,UK,Morocco,Cross-border,0,Normal_Small_Fan_Out
08:35:05,2022-10-09,4497344490,9914506627,1735.87,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
08:35:05,2022-10-09,1420651731,2363611724,19369.02,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
08:35:06,2022-10-09,6832868256,9303084267,5834.1,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
08:35:10,2022-10-09,8323086789,1065695621,6025.1,US dollar,UK pounds,USA,UK,Cross-border,0,Normal_Fan_In
08:35:10,2022-10-09,2620554755,6262134873,3952.22,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
08:35:12,2022-10-09,2550540287,8878054798,13930.89,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
08:35:16,2022-10-09,9052961038,6075105143,13618.44,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
08:35:17,2022-10-09,2782145599,1559362752,12624.36,Mexican Peso,UK pounds,Mexico,UK,Cross-border,0,Normal_Fan_In
08:35:19,2022-10-09,9712777488,6453431435,14672.67,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
08:35:19,2022-10-09,4131165593,4080939910,1283.85,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
08:35:20,2022-10-09,4003663916,8138277707,6483.44,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
08:35:21,2022-10-09,1179433069,1837084410,1087.98,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
08:35:32,2022-10-09,3810886477,8250344836,1116.09,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
08:35:32,2022-10-09,8971382931,3674587505,5311.35,UK pounds,Indian rupee,UK,India,Cross-border,0,Normal_Small_Fan_Out
08:35:41,2022-10-09,9940347096,8454827505,8268.18,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Periodical
08:35:41,2022-10-09,4350657360,2828854769,1228.05,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group
08:35:42,2022-10-09,924968370,5950296801,1503.88,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
08:35:43,2022-10-09,2976656742,5251195293,16624.92,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
08:35:49,2022-10-09,5147045141,7472872279,5190.08,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
08:35:49,2022-10-09,6019066120,6086421020,11841.45,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
08:35:52,2022-10-09,6061326781,3401242421,15429.75,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
08:35:52,2022-10-09,4496468487,7206755307,57.51,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
08:35:54,2022-10-09,7128383419,8983444757,2677.67,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
08:35:54,2022-10-09,1118069592,461604253,60313.54,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Mutual
08:35:56,2022-10-09,6587765854,8360552346,13964.47,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
08:36:00,2022-10-09,432088669,7490169476,24088.46,UK pounds,Dirham,UK,UAE,Cross-border,0,Normal_Fan_Out
08:36:01,2022-10-09,7515507252,5725452657,47107.61,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
08:36:05,2022-10-09,764476155,963398344,6124.16,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Foward
08:36:06,2022-10-09,6772848629,3222048556,6403.77,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
08:36:07,2022-10-09,7168646632,283280424,11649.4,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
08:36:09,2022-10-09,2545745783,9303084267,49173.3,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
08:36:12,2022-10-09,423780375,1460612335,16478.35,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
08:36:16,2022-10-09,8876900338,1788318949,4710.67,Albanian lek,UK pounds,Albania,UK,Cross-border,0,Normal_Group
08:36:17,2022-10-09,7627229289,9303084267,5466.36,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
08:36:20,2022-10-09,999920159,2748973953,9309.31,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
08:36:21,2022-10-09,6014471724,6879757427,3284.32,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
08:36:23,2022-10-09,8350184791,4924298927,2552.32,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
08:36:25,2022-10-09,2852490212,9194628955,3234.82,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
08:36:26,2022-10-09,8659938924,9574897313,12593.37,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
08:36:33,2022-10-09,462849272,7391227991,9208.15,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group
08:36:37,2022-10-09,4569841157,9767030310,10550.79,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group
08:36:39,2022-10-09,4765448244,3538192459,8383.54,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
08:36:39,2022-10-09,6231009423,9798564929,7034.54,Euro,UK pounds,Italy,UK,Cross-border,0,Normal_Fan_In
08:36:45,2022-10-09,6200889042,5276795631,16902.21,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
08:36:47,2022-10-09,398415389,9156124398,19906.96,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
08:36:48,2022-10-09,1430505032,5937253957,22581.47,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Mutual
08:36:49,2022-10-09,2207173,2685566771,3293.43,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
08:36:50,2022-10-09,3105440237,2914624634,16105.09,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
08:36:51,2022-10-09,7658664999,7988710479,11206.66,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
08:36:54,2022-10-09,6984051591,4515014565,10256.07,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
08:36:59,2022-10-09,8560640348,3372141166,4089.37,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
08:37:01,2022-10-09,2770182527,4992939913,13831.39,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
08:37:01,2022-10-09,6731245168,7099141711,9293.41,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
08:37:01,2022-10-09,6231637300,3723377899,7010.96,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
08:37:03,2022-10-09,5147045141,7472872279,5247.52,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
08:37:05,2022-10-09,432088669,8661874356,9114.77,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
08:37:07,2022-10-09,3159757730,8048933525,977.47,UK pounds,Yen,UK,UK,Debit card,0,Normal_Small_Fan_Out
08:37:08,2022-10-09,8522184702,4992939913,11326.23,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
08:37:09,2022-10-09,5331317373,1559362752,8198.43,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
08:37:10,2022-10-09,4149120305,1833066340,23990.19,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
08:37:11,2022-10-09,5859506264,6086421020,4713.27,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
08:37:19,2022-10-09,3464343414,7573327216,19067.74,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
08:37:20,2022-10-09,7658664999,6185573307,4468.67,UK pounds,Euro,UK,Italy,Cross-border,0,Normal_Fan_Out
08:37:20,2022-10-09,8580765891,2225924818,8234.15,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
08:37:23,2022-10-09,1612033302,3897084054,4932.43,UK pounds,Albanian lek,UK,Turkey,Cross-border,0,Normal_Fan_In
08:37:26,2022-10-09,6590116195,8480429768,8944.66,UK pounds,Euro,UK,Italy,Cross-border,0,Normal_Fan_In
08:37:26,2022-10-09,4711344755,2238882442,155.99,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
08:37:27,2022-10-09,5459636546,1774320171,7492.77,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
08:37:29,2022-10-09,5871692387,8305351986,9549.06,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
08:37:29,2022-10-09,432088669,3915164860,7434.05,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
08:37:38,2022-10-09,8067382521,1557200397,8399.05,UK pounds,Turkish lira,UK,Turkey,Cross-border,0,Normal_Fan_Out
08:37:40,2022-10-09,7957899132,6634798278,691.95,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
08:37:41,2022-10-09,9583948701,8837563629,3366.51,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
08:37:45,2022-10-09,432088669,1327813463,4874.07,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
08:37:46,2022-10-09,4821439899,965741020,235.25,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
08:37:47,2022-10-09,2842873937,8860389280,810.63,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
08:37:49,2022-10-09,593021726,5967553571,7444.11,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
08:37:52,2022-10-09,901262909,1559362752,10727.05,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
08:37:55,2022-10-09,8005466992,9711563770,14963.67,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
08:37:56,2022-10-09,850174863,8655017637,5280.91,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Periodical
08:37:56,2022-10-09,8075733351,5251195293,8750.86,Euro,UK pounds,Austria,UK,Cross-border,0,Normal_Fan_In
08:37:58,2022-10-09,1525212847,3428364957,4301.03,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Periodical
08:38:00,2022-10-09,3476506914,5404844321,1303.87,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
08:38:01,2022-10-09,4313657534,4625338652,3432.29,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
08:38:01,2022-10-09,9966908580,8480429768,11215.63,UK pounds,Euro,UK,Italy,Cross-border,0,Normal_Fan_In
08:38:02,2022-10-09,3205490703,486259647,9567.8,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
08:38:06,2022-10-09,4253813860,7304266241,17617.16,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
08:38:07,2022-10-09,4895308434,2115954410,5007.12,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
08:38:08,2022-10-09,1737793923,6044839539,2584.47,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Periodical
08:38:09,2022-10-09,2790006228,9798564929,22427.7,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
08:38:23,2022-10-09,9757832519,9043891802,5709.75,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
08:38:24,2022-10-09,4876646681,8723479480,9689.08,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
08:38:29,2022-10-09,2372912621,8534416979,18286.2,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
08:38:29,2022-10-09,6444220418,9637324475,4723.52,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Periodical
08:38:30,2022-10-09,1474850412,4774551127,11285.32,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
08:38:34,2022-10-09,5042890102,6882289658,2924.7,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group
08:38:36,2022-10-09,1854480771,5392200786,10242.35,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
08:38:41,2022-10-09,7862822926,353255342,933.18,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
08:38:43,2022-10-09,8575541381,3125499280,5978.62,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
08:38:44,2022-10-09,5613744899,4870862310,6165.31,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
08:38:46,2022-10-09,4782161457,7099141711,8748.15,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
08:38:48,2022-10-09,4022865595,5748154530,14400.93,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
08:38:49,2022-10-09,539156563,4145051076,280.31,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
08:38:49,2022-10-09,9654787548,6494955682,162.65,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
08:38:54,2022-10-09,885899643,8393716872,246.08,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
